,Bldg #,Code,Building,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00
31,40.1,LJS,Stabler Hall,132.61635307819466,320.79614223367844,129.34068935124722,148.57810327025345,230.77811912344163,195.70386429346152,183.5014075465256,299.1511252375925,286.6730945218125,256.39607029533715,247.4627902502961,89.5283959318572,149.17604880944026,131.88373997231383,156.79026937590214,304.4903951913824,179.29468784784382,197.50798492121518,261.3011313836318,233.1556468269684,313.46748099774055,278.17890425609966,252.6552990601,149.9340094423281,157.2033899369086,227.17730087844566,141.15250243180563,84.44395923101257,182.46534498043252,116.43955288216213,179.1656556111916,221.25715445959506,214.61167054614742,176.1126878147932,102.88210393534213,106.6923799314942,51.89179179035492,73.40250256771257,88.7755497085895,115.39864135199302,154.88438967175153,180.63324691344857,166.11466859764923,152.60635239143278,182.57213758007737,61.029751418106116,213.6054213771354,4.396229782938248
32,41.0,MRF,School of Social Work,59.42180332938278,112.00852919436515,57.14708150659429,55.19814415846841,86.61858538485777,75.476051224078,71.65916656217706,106.38257776270504,101.61588554148837,93.35392806290034,90.90978814967413,46.45026684348176,63.46384735398895,57.61908134819726,64.76357844722124,107.1878767802729,71.23045027845514,75.52281182365346,93.52586262048511,86.71265255777676,108.87253262994227,99.2632587844925,92.28502017638894,62.82076835888802,65.40437084219546,84.9518795376233,59.43994503089181,42.66097462614566,71.87483103201025,51.35453719653638,69.70567206686533,83.02245184556679,79.86370166308767,69.32275638702251,48.67681697820246,50.699216543927655,35.252212512058904,40.52886820683255,45.063762988336286,52.68844302175294,65.45230276364445,71.79665655466918,71.45193385745692,71.38742907828993,77.55049050398593,39.68947929810876,80.6039886827184,20.579196701025687
33,42.0,KER,Kerckhoff Hall,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,44.0,ACC,School of Accounting,104.41616503666758,192.78752457005638,100.5811598967446,95.27335569910575,150.8437980697546,130.18385170433157,126.19260876836753,185.55289210356298,176.60249345704193,164.9081346814451,160.70881992060322,82.81864862963148,111.16964401553122,100.3382007821603,113.47703008627806,184.4725886933735,124.58772250595219,130.2166694660055,163.23162106714247,151.96589839147424,188.84251638471244,174.83424938687693,163.0080215728168,110.4515526777763,114.40830593236852,146.78497843430654,104.28627915370701,74.65438522593712,125.6347495453581,89.05342948063321,122.70758425850097,145.63217677918917,139.4271047717585,123.7759178389965,88.7464550430868,89.91067562225123,63.185958873754075,71.25795000305922,79.97347477245151,91.82893739563254,114.99122751042968,123.99469680943926,126.9628902219015,127.76465808370672,136.90649018982543,74.5398357133078,143.01878205342103,38.592396409979045
35,45.0,MHP,Mudd Hall of Philosophy,55.22465626026213,92.66578413561598,53.251267477519676,47.147751030510754,74.99758628473596,65.76171770186536,64.19583148779556,90.15402568590147,86.00073016467867,81.21261755105556,79.26787726508901,45.678644795031914,57.78445166705748,52.83668991050513,58.66420747476566,89.06509016801608,63.405442864707624,65.53674251778672,79.87348421370109,75.34702077128607,91.03553884527442,85.30006871991402,80.19726001054745,57.089995307807996,59.00110164649976,72.79655421435804,54.295466639677514,41.17678635406768,63.72328335552386,47.384668860457055,62.32619823188266,72.48499379470222,69.46338793549513,63.01600489285733,47.95694572389089,48.399088122991124,37.01399422078812,40.18459597355689,44.17182462540222,49.12384409363889,59.89135413313491,63.42908224305426,67.0340722530042,68.88876981598052,71.9717879081589,43.62841948394976,71.36230188069943,25.96669067086241
36,46.0,ALM,Widney Alumni House,18.71711587410006,40.53690010590207,18.41373310836533,19.321692513147962,29.967465945819505,25.93062311175094,24.11942501665513,37.88140649586158,36.412627172361226,33.03533502749525,32.0133404583515,13.665972898964906,20.509294213148323,18.758219856671786,21.52792533520159,38.549849796716835,23.93760227869514,26.05539312145269,33.00576737263084,30.160584444567505,39.42100830651821,35.48215193474978,32.59075085620561,20.46534984766275,21.37501207112341,29.725462361914918,19.580589098901815,12.974185327949137,24.25843709433619,16.563452978867417,23.508574421479057,28.744487992843688,27.92772443501432,23.616601491223296,15.237571635711104,15.532861447533321,9.260168283812375,11.970477891126343,13.665966815497287,16.739737004076165,21.331444048692042,24.309303578130866,22.869736083585487,22.19101670434018,25.452087924264326,10.971983358428664,28.011168975444384,3.6305553439239553
37,47.0,JEP,JEP House,16.902508987525568,36.618236579209515,16.374443123979717,17.37295521521243,27.046811169475077,23.191634012517845,21.800101902504537,34.200909154057065,32.75654774217448,29.654735945352094,28.796181263344266,12.272591804478134,18.554185862961354,16.651544664601197,19.236795650576564,34.80626672292485,21.53077938395517,23.320400874805774,29.955424020483193,27.139985001543657,35.52975504428885,31.90976142372398,29.328923731652235,18.518364833979465,19.352276157040727,26.709173879550647,17.472419750282427,11.390774671899898,21.830584625179576,14.64325544459499,21.251766341919158,25.84862108779582,25.0104340684486,21.04913469169275,13.433220665330817,13.992572824406263,8.24427943831715,10.435573201454115,12.032040856787491,14.812393787729148,19.115123412957114,21.68512718979605,20.5751184934762,19.628332796135176,22.513442015802124,9.342897918018236,25.142696128886374,3.089672855085184
38,48.0,SSC,Seaver Science Laboratory,457.295880333279,1078.1160628612133,446.1357687153881,503.06701383744746,783.026203618131,667.1067468278616,627.5500190710574,1010.6530455659146,968.749109862369,867.8999831599881,836.8505241365315,314.21073492667875,511.42313003759983,453.3433264266846,536.6520064940767,1025.3810584081587,612.2074822454481,672.5817508879517,884.2549383881138,791.694021314997,1056.8642138359817,939.5684749645541,853.9107144528745,513.0898786477404,537.6447941183152,768.4089711207478,484.176649590874,296.544800945059,622.4297255358322,403.6180662379253,612.4361665757013,752.0658621541742,729.345187428424,601.4555355788987,358.1276599179729,370.3684097157379,189.5056334867947,259.7125230860843,311.6062035272683,399.96727349649916,46.103297768024504,46.40236776345305,60.715689484387795,68.3544126775957,62.761262322438675,51.35547040002088,38.85619198609437,36.03958006734424
39,49.0,SSL,Seaver Science Library,59.97402025046869,104.67906501525314,58.67549958732031,53.94495619145897,86.30211595889786,77.72725783812601,75.99378330369812,105.79925705492859,101.68804947488681,92.93978226247707,88.36790109089759,48.38863100890391,63.18292079500286,57.58236450746154,65.13735606546253,102.47443924987883,72.66477516155108,77.46115736340866,94.51804636507349,88.32358003171419,107.63700879372252,97.82903638630088,89.49961895939543,62.160761352640755,64.71453866306888,81.20996535229746,60.14874280262935,46.03050849598502,73.0718303162612,56.008341751549125,73.7794885566824,84.95076844169849,82.14132517170488,71.57140693021566,51.50744946363337,51.79419767665331,38.67323160686316,42.68467510757512,48.027205158205625,55.2644927773121,68.36485281333297,74.97081806345093,79.3804155534095,80.39719864499766,85.12440875301655,48.10040710204529,79.17165677963072,25.449078291709895
40,52.0,ECT,Early Childhood Training,106.15,92.64,81.06,100.36,119.66,102.28999999999999,77.19999999999999,266.34000000000003,108.08,117.72999999999999,106.15,65.62,65.62,117.72999999999999,123.52000000000001,142.82,80.0,40.99999999999999,22.968999999999994,63.69,64.0,64.0,50.48999999999999,35,115.8,183.35,138.95999999999998,380.21000000000004,144.75,46.31999999999999,92.64,115.8,36.67,44.39,30.880000000000003,27.02,25.09,15.440000000000001,11.58,32.81,38.6,25.09,54.04,25.09,88.78,127.38,125.0,54.0
41,55.0,WTO,Webb Tower,345.95984893398924,864.1121347180442,337.373558578959,395.8250123439445,611.8671650144026,515.5503419395493,479.89267130624256,795.7429763525223,763.0613236300662,681.6824101127098,660.214743236151,228.4303275655207,391.9458871404746,346.3390185625517,412.8555317486366,816.6398185729382,471.3334556789221,521.0110734076211,693.7998578717139,615.6473949040941,837.0509351166153,741.7797977253357,674.5567887716211,394.8293607899841,414.25325915511985,607.5999370947376,370.70138584025506,214.59441379861062,480.2993236190046,299.7067817854867,468.8731828428085,583.3497031232863,566.7347699569823,462.6172072851203,264.49193469517076,276.04203530453225,125.47240204760728,186.24781538784845,226.53803818107298,298.4131814408163,403.1447017430199,473.5223970706383,36.57887700534759,264.98930481283423,408.61096256684493,427.52807486631013,403.1818181818182,318.56283422459893
42,56.0,FLT,Fluor Tower,248.5728376181275,598.4885264983064,242.55474165015337,276.66105846066625,428.30936913413797,363.0170748711495,338.7858667919453,552.8246603482022,530.6214887316897,475.55468518186785,460.6461853710825,168.56159225694867,279.2181553196934,247.92769121212552,293.4563820618032,566.529511296539,332.76697164861616,366.369193255215,483.21799768471925,430.4256980667225,580.3800878628659,515.9835616496816,470.2734151769351,280.5369028441005,294.071326988651,424.74523667571276,264.3327113058846,158.09444495889184,338.6504615005623,215.9316486843152,330.8054049369407,408.37476951012655,396.96239048883575,326.57882789785964,192.29967769301206,200.33167672294314,98.66367061534368,139.36414900091697,167.22653847103794,215.62235614147986,14.46275044902515,25.340246580780207,20.024571359141476,19.542473546948777,18.791697611874547,30.02750311123211,13.981234020069836,13.6551522959095
43,59.0,CWT,Childs Way Bldg II,20.17254252150378,45.47696619728091,19.70550190943807,21.37325941987558,33.16037470258211,28.437170675672824,26.643771421781622,42.191954985720116,40.5937484788128,36.58253978083959,35.46807934933628,14.30552508047777,22.32118433169802,20.058757816427313,23.36575058212584,43.14166958525334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,63.0,FAM,Facilities Management (NOW #328),0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,64.0,DEN,Dental Science Center,465.84970707472996,983.2561407945326,454.92797268829884,475.39091071475866,748.3467760589423,650.9062548219309,622.5285937036556,949.6684889878793,910.5258246167521,821.0371234537755,786.5649008362158,342.397267884994,508.8948662697784,455.12441319572196,530.3194782641784,945.562338152431,601.5428961600795,653.3819368271608,836.8657874130993,761.4607103506995,982.7918624416639,879.9878987788957,800.5027964946254,506.72004701097967,529.676613550431,721.0781539329656,482.75263099354413,324.7693414640823,609.0315068240603,422.2930307700275,606.3031026212267,726.7217603875894,703.3631030554571,591.7361845529592,379.4760972178798,387.294892225929,236.01945012827963,290.51899289662964,339.6330507147333,416.69274851392663,128.07493430899973,128.87349972759472,166.5625486219831,186.8649658916639,172.81456974387157,142.35011814872263,109.34538264544007,102.20496412713274
46,65.0,PED,Physical Education Bldg,376.80312620045396,770.5461717082492,368.16236820576637,375.7015918097818,591.9092687105468,517.6548435740334,495.76699749139846,745.582025947129,715.750354619984,647.3256212408087,620.5740473610701,281.9911155971085,408.8983862657749,367.751233111461,425.35662526079227,741.7981828606808,479.35175476358495,519.0184530495336,658.6412135252089,601.3364518788331,770.3536892808762,691.8938321198594,631.0782707900547,406.2885900991551,424.373096352803,570.480354122272,388.2038809163821,267.09246137528083,484.7815762788542,341.85569471251404,482.6063436530542,574.5637419479556,556.6311949255733,471.4516964259145,1277.2292820574085,1192.7591709769858,1308.7208322038136,1075.476817619644,1171.5198100301202,1167.0940490709295,1600.7363850956674,1695.0097331532643,4221.296429161222,4221.897365318377,3318.165789146287,3048.757449105658,3319.6626103019353,1924.7006984429079
47,72.0,HED,Hedco Chemical Engineering,73.6814921278055,101.00785489617517,72.68898496044031,55.53448045675255,87.67968992240216,82.54342837118966,79.14311388353755,98.37381507427442,96.54772462770072,91.78193753223222,89.57607636568274,65.52883157859581,74.37961865351589,72.22167185604303,76.10925113039507,98.098180264233,78.36122765108126,81.51538956921486,89.54755525255958,86.57171301888201,99.36033097697369,94.12336329794792,90.05152086381688,72.17663539087877,74.67055388624965,86.46909017526231,71.54060075827763,61.45906146795699,78.14573569411196,66.88464402335777,76.56532261736007,84.06899253586666,82.78607049216552,77.07606337533787,65.94280523533523,66.40736408886255,59.038098142484635,62.639266789602864,65.43206244816417,69.12965865375281,77.8935276868681,82.06587188592718,89.54061245060625,94.79284199319265,97.06148664191632,68.98824992172135,82.94485817286285,49.134975736653615
48,73.0,BDF,Dedeaux Field,86.41783089647109,154.77478454985496,83.49157677510868,76.53557951834279,121.08309175623766,106.86327345956407,102.04823405643032,145.88538205736762,140.8637002074188,131.6451371520628,126.99521559090465,69.13984741196343,91.35417984715438,84.11768980127991,93.25311933547997,146.83862436422507,100.85134014929523,106.70633304574852,130.20167080981355,120.07546954451442,150.07851539152637,139.12882747570197,128.72768293029503,89.97403020583768,93.71438794542894,119.57703691109936,85.95545379602947,62.5463035413709,101.57474540595591,74.92758142385829,99.17499651377103,115.18077801975056,112.13884065455143,99.94189625324687,71.85450873249123,74.36542261435113,54.61456543335176,61.79658005614356,67.6061701568096,76.00727521078805,93.87403194560046,102.38707688381098,104.06179826936338,103.14050870282381,112.3406143910815,63.30859735144876,113.35430479976436,34.94982985950403
49,74.0,ZHS,Zumberge Hall of Science ,358.4542105762687,766.5101075148001,350.0163429154321,368.9551970796128,579.9409296748589,503.20517739182407,480.26311316581166,737.3606390451275,706.997943702571,637.039047623482,610.85046269716,261.5539744315979,392.61088666902873,350.8623485175517,409.46648168321445,736.0249396494555,464.65503190000805,505.37798624922374,649.2299502412546,589.566243787408,764.1051387762906,683.6048453749876,621.8698222500198,391.26982052905805,409.109179531601,560.2104308636195,372.3613158574812,247.93615361214552,470.66896268673696,323.8958584105401,467.8560369189541,562.3567730594253,544.4592654481916,457.0006226685903,290.71478476374386,297.15449916195115,177.93114020380864,221.4097047210025,259.4396809525157,319.81616042502174,91.49853957660417,92.07920261876808,118.97170523422903,133.46604249755632,123.45778097018726,101.69349828502925,78.14279242383802,73.03939464563312
50,75.0,URC,Religious Center,21.40815741578715,33.177528923211526,20.574268790672484,17.38098865889727,27.52979079187787,24.755608928346454,23.8048706524372,32.21711224953774,30.86915531963835,28.978795164863474,28.318703712261886,18.173812111052502,22.089451939711907,20.52445780351814,22.241358669187093,32.07108240686181,23.743133679241357,24.58862627181845,28.68936594257404,27.394548837344537,32.383607813651565,30.218795123734967,28.594969439418453,21.618660325810094,22.40858649205405,26.845787700059475,20.702554509847904,16.63103624420502,23.794837339024753,18.655232193738012,23.08317496602988,26.438556212072996,25.4284620775763,23.047768263094166,18.272545369466624,18.915489030645965,15.453686633218377,16.45694708446587,17.615470253988097,19.37142561523146,22.856078623894046,24.147928266407614,25.575532031563473,26.73029338033533,27.51019318453317,17.455701709909174,25.717761657578972,11.669992636851944
51,76.0,NCT,Norris Cinema Theater,42.620418816261804,84.50092355915383,42.182527921669354,41.40023649969082,64.33509355810051,56.62189243041557,52.549486377550465,79.85514338990454,76.83706097086491,70.48140263821342,68.30469237483887,32.78067919704279,45.82124944317744,42.79498095644779,48.04663205455661,80.73693485437019,52.59305149047002,56.68869399038478,69.38738391058968,64.82856666344016,82.42717118188621,75.03291889442511,69.3677824994096,45.476107871302005,47.361011822109,63.76110164152896,44.03197099380004,31.344603063547076,53.11501234978316,38.210859259110784,51.141475194693825,62.02130290164725,60.21489048300709,52.106540237728964,35.96367237775202,36.13459925652418,24.212980413498087,29.708033366427163,32.95002982053148,38.95059238813097,48.032544501953666,53.75737858643129,51.77714631804209,52.407941164023406,58.05017152743973,29.187408376382102,60.442044248922855,13.126527600387487
52,78.0,SAL,Salvatori Computer,33.853508810796654,31.2616352876239,32.13552344683308,20.045161377530693,32.759266604948394,31.59839489996497,31.424971052908923,33.24144356235257,31.696462683410868,32.01707998008835,31.685374895014075,32.948223238447355,32.67832281477983,31.429436583906213,31.64686151273217,31.44127160436927,31.881547664145643,30.81161849149686,30.459147617639704,32.19439604329159,30.904956083451147,31.399341714630676,31.486420037290713,31.264139231342106,32.078478754153444,31.1794084434338,30.330258967349085,29.732320091760492,31.43997695051903,29.510758191447064,30.245579335240233,31.767574675685996,30.079563252824443,30.576649637198745,30.83020387241441,31.826454166401376,32.44023064332076,31.075215036299753,31.516965593941183,31.51642947368752,33.94581004234331,32.70781587951015,39.49375986504977,45.283400579937265,41.68651743147754,36.46005868892496,30.810330969793785,30.84955433095872
53,79.0,DRC,Drama Center,19.072359422803263,35.08342224376228,18.68518833341262,17.451804836504923,27.279001231681935,24.26835782189821,23.025130158496193,33.08325824238378,32.07972898535984,29.464835722186123,28.643132456196525,15.120848065881567,20.241725462701435,18.77453663636072,20.94670355873135,33.55605159530175,22.627905950753163,24.241911209986313,29.53819606617867,27.145475443265088,34.216894566692446,31.209491571654414,29.047098500157094,19.97139030706189,20.801808082951762,26.96253226159895,19.286475659876583,14.12190260484211,22.803785755003524,16.924507585755922,22.381758621200312,26.023411839995926,25.472711579169744,22.189860051294993,15.936260260184843,16.35516181931303,11.76947315280745,13.630693221259458,15.030529742657567,17.20956731238252,20.975964431727316,23.221612285316514,23.355135988767838,23.008005877016885,25.362809184568118,13.56791753254118,25.51355239171553,7.2839983841032385
54,80.0,TYL,John Tyler DCI Bldg,173.7,0.0,152.47,90.71000000000001,79.13,144.75,0.0,250.9,86.85,44.39,55.97,0.0,77.2,0.0,56.739999999999995,145.91,51.0,57.0,61.0,53.0,42.0,34.0,25.0,0,18.0,23.0,33.0,11.0,156.32999999999998,0.0,316.519,195.79000000000002,79.13,59.83,38.6,0.0,32.81,-46.32,50.18,59.83,61.760000000000005,82.99000000000001,150.54,71.41,0.0,125.45,0.0,37.0
55,83.0,RHM,Ramo Hall of Music,40.62925538893023,87.03195222357131,39.39241620653968,41.355997709322224,64.64443394959713,55.20715660978668,52.39663558203762,81.76462165119281,78.19411294899703,71.31240748027967,69.27113020527722,29.77161485150066,44.509687410115006,39.84052831520131,46.14749674981565,82.72838405988819,51.587367367259034,55.501789818500534,71.64613967026125,65.04599374119796,84.72974990454608,76.61894066242694,70.52275813786974,44.49531757423357,46.3840715884994,63.60926940287533,41.94891750351168,27.357725764869777,52.28635207630481,34.976094262384144,51.06795121590894,61.981787760733546,59.84586094761004,50.91703552286373,32.92609003016462,33.811024284852834,20.13605020695536,25.142796068750503,29.115290545622745,35.47123620646782,45.92272770989289,51.66003512981307,49.72437914687481,47.65584008339967,54.22568026388725,23.47182278590252,60.60227474170916,8.017890962677694
56,84.0,BIT,Bing Theater,63.93715843053105,127.45772053795241,63.11051572824754,62.24888839458386,96.77904838958322,85.04026490238061,79.21984363628373,120.14095467680544,115.70997203492577,105.93035243101588,102.70676295685858,48.961534200758756,68.83992441957241,63.98608682840755,72.0505796140024,121.68185365283139,78.94079009486889,85.16989337294812,104.86568249393302,97.31782133996998,124.24702652648715,112.88211725659708,104.33226446275076,68.32779654228557,71.19934240428775,95.90009587075788,65.98557250785159,46.583676373692846,79.75020452909753,57.0977014494437,77.10524435212648,93.06358847980471,90.47739484849663,78.02816932934132,53.52550361123916,54.09672007447976,35.96424627269813,44.08397773424476,49.081855919419056,58.091123616687575,71.93017607549095,80.64177650988732,77.8528011988486,77.87437595015422,86.73797279808318,42.90794144797275,90.77597462301223,19.11177720399892
57,85.0,MUS,Music Faculty Bldg,48.882482892604635,79.01562571406066,46.99246435434455,40.63789861934564,64.95254048318925,56.934861932342976,55.99866273606566,77.5912779109034,73.77502143805752,70.24864299137042,68.64056686049547,41.0534524836549,50.84846572483877,46.44535159743138,51.36917859553079,76.10646012413126,55.37184909251534,56.67286114480873,68.71903770017839,65.35585224567882,77.80923804842247,73.51956619721032,69.37720443048465,50.201915180337814,51.778370510389315,62.75057098024444,47.65450282619868,36.74928497310543,55.58349800725162,41.69231433788725,54.33855214436989,62.96503067891141,60.07047766098951,55.18945751341023,42.92037603884843,43.15397838448353,33.828442269681226,36.05740037121579,39.497937247432844,43.43499185610258,52.72295793910581,55.136230130079234,59.21306205229027,61.57947689716156,63.37180409964827,40.02552916455928,62.06783894268059,24.691087854998894
58,87.0,DCC,Davidson Conference Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,87.1,DCC,Davidson Conference Center,51.33019261982488,73.36667875130313,49.121349010421866,39.242893566947046,63.46538473638243,56.1134125671646,56.170666908043266,73.88120844738829,69.9016778520522,68.0953562172406,66.73380882228949,45.07148069159857,52.39723209836772,48.09817238944016,52.334291923134536,71.17057941077243,55.66685385016604,55.61505754194895,65.67654371929498,63.93851809850764,72.72673173242212,70.37975785060341,67.22294421105926,51.51527425544992,52.884645377361274,60.68475378098002,48.93003500205363,39.90846628464623,55.656957152842864,43.47646656101673,54.40598057731267,61.905233223867185,58.60386181457882,55.77721005291932,46.36899575827477,46.25781844267588,39.06582327123539,39.88370318139955,43.050287963539766,45.788066695887736,54.42241930931101,55.129854578425565,61.910123774744754,66.32981001209944,65.75667429538514,46.45597711183525,61.253095923964295,31.508167278039792
60,88.0,BSR,Birnkrant Hall,269.0480903812712,604.5851880098771,262.6055264515479,286.32915481935385,447.7276404086827,384.85767938093335,364.5464532067926,573.5474862575145,549.8878184576479,494.0735449681633,475.2073991304673,190.6434537185726,297.7616721583891,265.0552113535478,311.5051705594243,577.5724532961209,354.27844195074493,387.2807714727574,503.3730337751545,453.75960298264977,597.2064808220597,532.6030174319919,484.35398568931856,297.7411499176602,311.6533651250181,436.17826944195866,282.15647270480565,180.27732895653818,359.5378007913602,240.15628765734428,355.4520057218481,431.90744146720436,418.5596177221063,348.23078088006497,214.42376531245108,220.49564683176052,122.62192883677898,159.58680045473724,189.08804303884236,237.64282699673416,79.0820657065178,74.55677216123186,88.35865807969012,222.06407749059827,372.4772418768438,337.64608438287803,297.1370060587466,181.07921940072606
61,89.0,STU,Wilson Student Union,107.05795328284657,197.5660070784527,102.60028155883892,97.9377295081682,153.9921118725852,134.20033790650714,127.6586065162756,188.43043367739205,179.55060406297517,165.4118391256957,161.18567427005652,84.4884124393106,113.92321906666186,103.30931015723084,115.74829813387218,189.33866320001405,127.21610475950256,134.19735009285236,165.45486538226965,154.20883377334025,192.04347983004502,175.58525213023762,163.5467504325328,112.66079364457659,117.21485187389042,150.65882433397502,106.37541316782982,77.29927567840383,128.28109269782635,92.16672268367495,124.14309261371089,147.7606896049057,141.67254120803355,123.5959198653284,87.8844605041928,91.7179371183553,64.99449684284228,73.64754637801629,81.58762061708303,94.88145527168619,117.44345300205529,127.94122327795799,128.18507954964596,129.23350960099887,138.91403047214996,72.89280267556069,143.22262809567596,39.39205714997751
62,90.0,POA,PHP Bldg A,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,91.0,JHH,John Hubbard Hall (was SAS),45.468042711632194,76.17533008495909,43.52477559136286,38.89173235174044,61.44916765291495,54.33651054409749,52.023226192067064,73.47933980368218,70.05651030575555,65.23203773464054,63.680080724840565,37.42864898523849,47.552553945378335,43.58981027551807,47.954220496811715,73.36756035414965,51.962342120927914,54.139206763473055,64.86578328239895,61.373433020079645,74.18358352705016,68.59975143579437,64.44786556124615,46.7623864251573,48.54295856491557,59.91774612303305,44.3816170313427,34.15925471971626,52.221213913374484,39.265630332016805,50.512315322026254,59.03540889103907,56.541655157115926,50.39854649346233,38.09377072408567,39.652586471187824,30.556544292794353,33.234042071852116,36.09699599268067,40.68954496316811,49.09269264537566,52.44665051484704,54.21687809517282,55.9779590172314,58.48129689434492,34.31277452880576,57.24434481906679,21.297169717010835
64,92.0,TSC,Topping Student Center,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,93.0,MTS,Marks Tennis Stadium,49.08185114659227,94.98143610135637,47.19992514275433,45.77785491607484,72.35582290330106,62.79061153671154,59.73152242098428,88.87781303508172,85.46929894929731,79.46527222106859,76.47020797609107,37.812604065181624,52.66886093435622,47.83268218408552,53.836282478562,89.6641632643943,59.09214509775747,62.89642238751528,78.75559414231171,71.9351319976366,91.82326396900015,84.61450384646494,77.67663235662283,52.12530734681982,54.39347513201435,71.53784391471724,49.317827125197624,33.91651925099248,59.68718598033111,42.05852694014226,58.12755682155467,68.77959237611604,66.74992527989365,58.70310748425455,39.9308686102812,41.57824659634658,28.23577651437615,33.04487536360957,36.772517319108374,42.4235948417817,53.913423830834645,59.50974547952128,58.94259796295414,57.345837277240044,63.79385104205696,32.756052550668535,67.60253809762618,15.546701600716622
66,94.0,DXM,David Marks Hall,89.63227251442568,191.2911371664243,87.53474744936686,92.04238309055826,144.54070651500757,125.43551000496372,119.56824553747029,183.51205188267954,176.05268698495894,158.72604548707574,152.36535742267228,65.50295176457587,98.11991832997217,87.83564737756382,102.32610345911692,183.52641530379452,115.84003694915738,125.9717694939306,161.62467037741223,146.72552918497556,190.26526797434073,170.3135382655974,155.10616059296075,97.76985701672257,102.2192147897787,139.94011976847162,93.07340827762278,62.019472442130855,117.33441206582997,80.79180496893096,116.47901655666455,139.95316314275692,135.59163381744818,113.9057111084298,72.67230496277246,74.35059926468173,44.68146439423831,55.60814017492027,64.9815195012047,79.9293706759819,103.59911440267354,117.81376822930604,114.91629190679717,110.27790478103908,124.96488168975063,54.17604776499284,133.3467029197915,17.79716447899394
67,97.0,KCH,Kerckhoff Carriage House,144.75,245.11,216.16,351.26,357.05,411.09000000000003,580.9300000000001,592.51,594.44,405.3,301.08000000000004,183.35,183.35,30.880000000000003,326.16999999999996,503.73,195.00000000000003,188.00000000000003,249.209,519.17,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,351.26,598.3,521.1,573.21,341.61,264.40999999999997,210.37,181.42000000000002,113.87,183.35,220.01999999999998,386.0,316.52,347.4,424.6,683.22,524.96,310.73,349.0,249.0
