,Bldg #,Code,Building,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00
11,11.0,ABX,Anna Bing Arnold Child Care Center,,,,,,,,,,,,,,,,,0.0,0.0,102.866,161.22,0.0,120.307,0.0,276.769,0.0,0.0,0.0,0.0,-0.0010000000000474074,379.846,0.0,660.153,0.0,256.469,0.0,737.289,0.0,657.196,0.0,656.059,0.0,650.7860000000001,0.0,753.691,0.0,813.077,0.0,836.0
12,13.1,COM,Commons-Aux,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,14.0,AHN,Dosan Ahn Chang Ho Family House,15.684672806363917,35.51464208344278,15.244240525037,16.662410610605804,25.874671274803966,22.08730906402784,20.696358725634546,33.00114165309164,31.64623190289202,28.52317005042678,27.670119521091703,11.085395522483578,17.37862547759808,15.542026467618713,18.123779234670174,33.69176205620272,20.390044630285228,22.24357279188459,28.885603580564805,25.978008085183248,34.44716540031119,30.800027986774758,28.209932615972978,17.391849768611753,18.19829438570439,25.608482145965667,16.40570809182081,10.336847530793484,20.705649451396507,13.611890825510908,20.189447087414663,24.702049230623352,23.956757642410395,19.968477307195094,12.33755071660518,12.845796326566727,7.077284110788049,9.3385596910187,10.923592865143817,13.695224985880738,17.90052851108139,20.542029345721676,19.187974241009,17.993940708225427,21.0531781039897,8.054305736438257,24.047732440238857,1.9780961871158436
14,15.0,CAS,Academic Services,10.217684039835202,9.496211260855318,9.756888850752622,6.076557730052206,9.901570864299984,9.614148006885813,9.544436900101779,10.024123621259024,9.638239650094015,9.708571268472882,9.598700881164717,9.94014472622991,9.862988777301311,9.547183532289024,9.60852281637,9.531212965157806,9.636278103137133,9.374762909532437,9.251095632768669,9.708381203252642,9.39755884065355,9.521253874782126,9.538429914686684,9.43207366453389,9.681943523797264,9.471233569299573,9.20877999851381,9.013155648050462,9.50281224246023,8.978962315845497,9.18623037030612,9.579671084360006,9.146573928346184,9.271788131162685,9.339637168793567,9.60171837635214,9.791127671443025,9.43958319026374,9.56908421678077,9.553996574787009,10.260206607603259,9.951701149476087,11.995100913381645,13.655436008753114,12.676008966536392,11.05582015768682,9.333616913438284,9.306997605612704
15,16.0,HER,Heritage Hall,214.0374983763613,425.37766521175746,206.76433305560593,206.03100852802598,324.1432325981269,278.2014373784355,266.9242869316674,404.4258740173834,385.7883179290315,356.027543356464,346.4407633934283,163.6252958887572,231.0266473897055,207.698262084549,237.56218267910208,405.5976664818937,263.18900951347763,278.9786609665574,354.9969166842879,326.4109261707351,415.3311965895171,380.0003539668677,352.0496814826925,230.24077314951555,239.20778626701048,317.21065938905804,217.16178489874295,148.7485562963948,266.06753937959735,183.2813711775804,259.85012242114465,311.9211050757489,299.8342666125211,260.68514054952976,177.97305387139778,181.3761003374551,118.34643677733531,139.59412684251342,158.8511362299809,187.5445840257734,68.92412986206983,63.27380213396081,81.51898434339594,94.50823754750847,84.82816741031725,78.57890058048118,66.56509373446215,63.14818789386468
16,16.1,HEX,Galen Center,15.677291054478776,37.641677226966586,15.430383972912312,17.487469838693766,27.015703207920435,22.965229313056074,21.172036081429734,34.94997466130627,33.45608820641367,30.10611464325601,29.130372482237075,10.717935316186681,17.574993449492077,15.847456455059165,18.589941857508613,35.67283163735936,21.06492611178232,23.16383541126855,30.148964274436175,27.32148760214063,36.538298402442905,32.60944799487175,29.725885253359895,17.667995441624345,18.494573401159887,26.837854728898957,16.764834377557005,10.25354393977014,21.42554850857862,13.793976250294795,20.671802170453645,25.94303084384109,25.122004385937533,20.81916507744897,12.43241339612101,12.685193992748243,6.347246647980181,9.09251988562965,10.740042418704764,13.855841560696334,18.27276821204637,21.2397946779158,19.16556494399358,18.197652162636327,21.56371039861315,7.636277941551877,25.20781891840026,0.870295862814806
17,18.0,DML,Doheny Library,216.9708890790138,373.25528617475936,212.1748708494497,194.43737793495953,313.32205257991563,283.09634964280644,279.25005927943107,385.60793698923567,369.56538817729455,337.2018713657325,318.36330215434475,175.8046411564833,228.16039148473814,206.6207337229067,234.97065398337716,368.17831010388863,264.8539673541064,281.95403958620295,344.4793833442331,323.4168435264351,390.37217677850686,354.34143496394165,322.33219672864476,224.30252665609163,233.49570722015375,290.2032769581513,217.13206423574766,168.15053109541213,266.1872191225029,205.71219891673658,271.02646113241576,311.3379402792524,299.9028862893545,261.215574013598,187.78079580104927,187.69906179648976,141.40035611555567,153.8735121322748,174.40863574321668,201.14106033546014,120.00157872331494,120.76947818226866,156.26264011086772,175.3722697473342,162.08768960466358,133.40679674367516,102.3349363694294,95.56455323162646
18,19.0,GER,Gerontology Center,388.5522206115827,892.4994584330558,379.1811214480081,419.6798439008407,654.6512764477534,560.4100780448691,528.9325821435162,841.2741223716008,806.6141994765799,723.862045254483,697.2553360364568,271.5933098945506,432.0422457786672,384.0438269019826,452.6131082672261,850.6219095302315,515.1491464620599,564.4328259824046,737.3210483564072,662.4642324480752,877.8838753825262,781.8605341121904,711.0404573238824,432.66203232713116,453.09603019967824,640.3729335252198,409.24314320974526,256.5129230441566,523.2363269697163,344.79189621485256,515.9499557930802,629.9692931428897,610.82735322132,506.20440966527,85.2789054253141,72.56989175074088,76.44319711883905,75.37306543819848,79.56175048233999,88.93260579831232,102.11482621557518,109.67407282650458,112.31943295495579,126.09627555284811,110.58136137705037,90.12772392187249,75.75643052962243,62.08039783927902
19,20.0,SCD,Scene Dock,11.467514959485168,20.19243825020222,11.228338682710781,10.286754710328935,16.294813231893244,14.639498207545751,14.136719443513817,19.807230222683163,19.126065620612724,17.542417805799413,16.85062508033447,9.243776780940422,12.086900613606119,11.135712442647478,12.471845989132204,19.56972968482461,13.6803324146751,14.595995288296315,17.713752404121948,16.463493757130237,20.280817213802194,18.489037920056184,17.0691623084525,11.895418551959796,12.382611075548402,15.678987173774209,11.514767500660334,8.722568280298301,13.762679585906573,10.483135854928577,13.728813157462193,15.821794108460882,15.388981076507928,13.447989140370614,9.765941635931295,9.900795105530117,7.373962677199825,8.270071372408106,9.18165633247152,10.490566592249916,12.834410228737925,14.09859793864556,14.665398047322666,14.72704170733801,15.805434830157681,8.873581614205305,15.08607131997615,4.8362562352244565
20,23.0,BHE,Biegler Hall,137.78868195400875,308.1840917665488,133.69478031483715,144.8476941046063,225.8119139107695,191.86150526736742,181.26767202842868,288.076030673896,275.5109874640842,249.9307254514631,242.59054531898363,98.3198743001656,152.33738490806385,135.70119341289754,158.53250326272692,292.4566511471712,178.38175123321633,193.18348040851617,251.91532169395225,227.32511627555795,299.6458650304493,269.5251508654341,247.22982888997308,152.65271375959313,159.3750562679364,222.6270344008205,143.61103766790177,90.6745457135842,181.07576855431967,118.59154311188334,176.79498228352168,216.2661018739737,208.9895315105241,175.88758453886473,110.07516788383906,113.4354154189698,63.35486698809641,82.1091792151351,96.34082968143824,119.7628289621275,157.0293926386182,178.55479110438074,168.8894006620582,159.57912908847715,184.71974240671184,73.65294149938113,211.20628421686678,19.50143910125091
