,Bldg No.,Bldg Name,Bldg Code,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00
26,37.0,Allan Hancock Foundation ,AHF,8073.915487741322,9292.246832030745,10162.536149690399,8612.982613696637,9053.482899106419,6766.412445450534,5113.350416260106,5578.082822168187,4844.106453764898,5236.044922260809,6447.622954724608,9777.277149550533,9590.424603194953,7819.425654223427,7855.187496277271,6420.663929105165,6516.31647872627,4911.20838991292,4063.0236518782885,4375.555029652467,4534.967754185621,5306.1690403129105,6366.274695098396,7491.662901261998,6965.412928132772,6297.172405275033,6576.097134184427,5343.930603356731,4636.09975082242,4164.1720488241945,3832.5358522038728,3335.1034954660795,3193.88702402149,3209.0086389798485,4157.422818365456,4283.003916257762,4166.435969230314,3364.1788480011096,6504.968993389578,5625.5196202902125,6047.049229655511,4735.549318951898,4597.83077484208,4898.526629815617,5459.526606654939,7096.512522225834,8204.77347145261,11265.583221246958
27,38.0,Harris Hall,HAR,1408.5579696637428,1491.198924020833,1559.3708504453032,1283.2021274625777,1344.8667720615254,1050.6833306721799,867.1329216047905,888.182916068126,1171.0859162120005,1509.2335344996059,1643.3536873346175,1739.8401152604542,2213.239376607366,2322.7082249089945,1999.3761027797505,1836.6943014407295,1971.3839300277905,1480.2621992874897,1296.354957584865,1270.0503812847899,1238.434735961716,1613.778886059599,2062.01154427244,2553.376037841781,2713.848283913714,2367.254739610639,2320.558340546263,1851.6174724951977,1632.377750537273,1458.4241752983403,1392.5677404172097,1323.4646137900406,1321.0128531148148,1424.1154646927462,1840.5026078967348,2099.7557662190393,2193.0367547823894,1905.8295973109643,1930.3675985312054,1551.5565379799461,1513.6860995693416,1299.8669955629919,1215.9418152438145,1234.2810745262595,1337.1297165056524,1575.297131653921,1733.9762216065194,2262.4661522153806
28,40.0,Organic Chemistry Wing ,OCW,765.7350339036045,827.4143367888081,864.0701171734429,707.5442985261759,760.489967010694,594.5783823911606,490.7077849194137,502.0540135374457,662.7138257318107,854.0704962161915,929.4027707709504,984.0041359626332,1252.4651814412498,1313.847360524413,1131.4406294252287,1039.379511235837,1115.0340503222392,837.6757090112665,733.0372842314405,718.7175043278545,700.260413527308,913.2323808701418,1166.3199313336765,1444.9474450546886,1535.7581828885943,1339.056092669733,1313.1966445909143,1047.25858981418,923.7574196069542,824.7517432795634,788.0496913733913,748.9444500045499,746.9911095272015,805.9024490219499,1041.534619845786,1187.1133706216622,1241.032581480736,1077.9370602324025,1092.3889345619593,877.4550535301123,856.5901887433026,735.5906322897997,687.5317406481576,698.4757664693752,756.677488524024,891.4556774447015,981.2516738872818,1280.3224584693535
29,40.1,Stabler Hall,LJS,1070.2271799726884,1122.1129310695048,1174.0302072783961,967.9800571995495,1003.3708493319035,784.4713834677308,649.4271960006614,662.3971174184788,875.3675301888255,1126.838586110775,1226.2300463284869,1299.2696793855919,1652.4702591423822,1733.4563231697732,1492.7935864524707,1371.3305213824278,1471.1471691119432,1105.2077266964386,969.1504876814629,949.2573393857867,923.9055297944839,1204.8952509299643,1550.8124378484301,1917.4263936096074,2026.2397390861054,1787.7160742256008,1732.5977853491695,1397.725974456161,1229.781715597102,1097.156179620903,1049.7324388869222,999.1379919544861,996.5608049055951,1063.2869069033281,1374.1739161018438,1589.2467653793074,1650.3863816028236,1432.202357123946,1451.2697873985144,1167.6915679397769,1140.1630034478246,979.5193092584607,927.1116470719764,932.5509124925434,1009.3407635409415,1187.1636300546481,1305.6381519097527,1701.2244320102138
30,41.0,School of Social Work,MRF,0.0,2519.286873857404,961.3884012006126,748.7659581336208,288.0,244.0,312.0,343.0,448.0,0.0,1280.0,1116.0,1326.0,775.0,639.0,859.0,696.0,370.0,40.0,668.0,933.0,0.0,2640.0,1177.0,0.0,1620.0,0.0,175.0,20.0,17.0,6.0,5.0,6.0,0.0,0.0,15.0,503.0,397.0,386.0,271.0,124.0,102.0,361.0,870.0,1466.0,2073.0,2336.0,1406.0
31,42.0,Kerckhoff Hall,KER,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,44.0,School of Accounting ,ACC,1916.0816872271669,2205.213073518265,2411.7479854440758,2044.0117664802146,2148.550206518821,1605.7882937514764,1213.4876947680657,1323.776841808742,1149.5913824129475,1242.6052519716643,1530.1339589757602,2320.319270822497,2275.9758859025924,1855.6867883296625,1864.1737003818039,1523.7361095836866,1546.4361364719862,1165.5158482097377,964.2267405393309,1038.3959154020345,1076.2273495621678,1259.2469345154802,1510.828590868521,1777.902941117231,1653.014596924421,1494.4294060768248,1560.6231340133556,1268.2084154151992,1100.2277452862377,988.2310283442622,909.5279450471105,791.4785264191021,757.9653821112822,761.5540064345122,986.6293176371709,1016.4319137008367,988.7682963449108,798.3786172890933,1543.7431792713905,1335.0344256068765,1435.0707916494966,1123.8288712312471,1091.1458464013415,1162.50624421758,1295.6413734852506,1684.1268288800345,1947.136580803569,2673.5203927931566
33,45.0,Mudd Hall of Philosophy,MHP,838.0672267790596,905.5728260137624,945.6911526570755,774.3797290641061,832.3267049659157,650.7429253864699,537.0605944067051,549.4786005462965,725.3145193682188,934.7469562530481,1017.195202222963,1076.9542738058167,1370.7744517014437,1437.9548604854544,1238.317784330243,1137.5604693333753,1220.361421305191,916.8034990020196,802.2808108827276,786.6083684574335,766.4078000927234,999.4973390978803,1276.4918243416894,1581.4388065087721,1680.8276288148995,1465.5448378330284,1437.242677192719,1146.1838145394368,1011.0165848361037,902.658720925796,862.4897519009584,819.6905854328401,817.5527302161846,882.0289011241734,1139.9191519274577,1299.2494353007232,1358.2619154851784,1179.7602077914923,1195.5772224308614,960.3404451621643,937.5046617713224,805.0753510715995,752.4767624516398,764.4545732656884,828.1540954717542,975.6635837646401,1073.9418110658726,1401.2631584614612
34,46.0,Widney Alumni House,ALM,201.06277437554698,231.40258664673644,253.07519208628176,214.48703328484467,225.45670588448786,168.50234076850685,127.33653487066992,138.90965413553872,120.63161726714216,130.39196662674837,160.56360279875219,243.48117991970898,238.82803592452723,194.72527529530907,195.615843841765,159.89224867153393,162.27426109563154,122.30264063472345,101.18050022203656,108.96339391099036,112.93321062681623,132.1382506629884,158.53780666602054,186.56307833555024,173.45800189858852,156.8169689722543,163.76296437208464,133.07861778001796,115.45167640129782,103.69937440946906,95.4407180144304,83.05327974340551,79.53659993925297,79.91316987749204,103.53129994758072,106.65861580686745,103.75575227452237,83.77733625050126,161.9916773991035,140.09096130334203,150.58821172280827,117.92824506354383,114.49867330202079,121.9868298149297,135.95727723157543,176.72274354071746,204.321499252483,280.5441078571635
35,47.0,JEP House ,JEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,48.0,Seaver Science Laboratory,SSC,7987.718694870334,6732.472658327046,7066.896359784222,6406.850655066357,5857.694627147209,4942.6043894708255,4217.887329423482,4384.7077943268,5038.8691756554035,5029.811185601898,8183.459712124053,6974.019300714199,8520.046130968878,8997.539441318475,8056.3056158012005,7474.137206894112,8169.683620947992,6352.258635860125,5724.0196699515,5593.687299902996,5513.989385417539,5378.228688035331,9533.717585494962,9819.617009300422,9044.421650080476,10677.999273944839,7733.707230399748,8782.538853761858,6885.212983010804,6221.146526042903,5972.999976044907,5782.700508584001,5583.196851888467,4746.13883813227,6133.829121016578,9016.17477606787,8194.71700601179,7539.211192111401,7772.321495625876,6603.528046761489,6397.650215533606,5590.056904795191,5372.027398662276,5147.4792018037615,5935.242093050697,6067.980836177574,7040.809439120944,8902.103833719564
37,49.0,Seaver Science Library ,SSL,1080.7778848467199,1167.8336202637863,1219.570520154015,998.6460022576707,1073.374864152341,839.2030376622394,692.5974369481264,708.6117923371833,935.3711337742837,1205.4568010358587,1311.7826876012552,1388.8484419011154,1767.7611833189826,1854.3975506516745,1596.9440552641322,1467.0066536983056,1573.7873926126863,1182.3167817689834,1034.6274500810857,1014.4161488470659,988.3653418803966,1288.959388391541,1646.1735882912028,2039.4355413252135,2167.6081242840514,1889.9777957774527,1853.4791136478748,1478.1273854180383,1303.8146955150935,1164.0755681260146,1112.2733594344886,1057.0792280682106,1054.3222336823956,1137.4711952338093,1470.0484287535771,1675.5219768816964,1751.624921222376,1521.4277581330127,1541.8255007964822,1238.4623594507268,1209.0131590962085,1038.2313104134555,970.3997695320826,985.8464456733919,1067.993835137851,1258.2231958118443,1384.9635469855018,1807.079651994158
38,52.0,Early Childhood Training ,ECT,48.0,18.0,21.0,17.0,8.0,11.0,11.0,16.0,16.0,0.0,34.0,21.0,22.0,18.0,19.0,13.0,11.0,11.0,11.0,13.0,16.0,0.0,58.0,43.0,0.0,125.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,48.0,23.0,21.0,20.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,55.0,WEBB TOWER (RES only),WTO,2436.253921456033,2776.4762454202537,3067.1456628949445,2453.215113920228,2696.4330319418673,1717.5084651441039,1285.902470357113,1194.914039620635,1585.1647921667372,2083.819502783759,2951.3397276612577,3583.4535700879305,4260.102759629566,3956.324890783122,3387.9377504334993,2793.3825522334146,2773.097398411772,2061.7743647330913,1539.3635632859161,1290.8270587759976,1181.6953455381927,2530.6534056601763,3309.9455120079474,4210.056652229615,3682.7371380192853,3145.9831565414465,3262.670754536535,2160.706471229646,1033.8777385863148,927.0895171908736,890.9077034136853,897.3613487153111,915.5486199901901,1350.007799719464,2392.137934599704,2949.0875448669053,3195.264377502078,3000.0262274700162,3264.2571013563042,2524.79753026395,2289.0033148786556,1719.504227050301,1545.0217734995274,1596.1574674096023,1793.0370824794254,2874.4626801242525,3296.7995132539877,4032.3209922854603
40,59.0,Childs Way Bldg II,CWT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,63.0,Facilities Management,FAM,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,64.0,Dental Science Center ,DEN,5817.778266430001,6341.896626193108,6901.734626302198,5917.326312182878,6749.816405443208,5508.488710348671,5041.816104701807,3168.805831232383,5199.535297360167,6016.789958264622,6626.491219776043,6783.768818720345,9081.824661535007,9111.744097392559,8719.946801760212,5197.132495600136,6349.121044058873,6744.8548780074025,5727.308884494041,4322.615088931758,3444.6762060694664,6040.621465401727,6908.367454403059,9179.518725582835,8903.628046363247,7221.2812995965205,8093.330907634631,5690.354362275147,5364.38286780005,4963.177488223712,5226.671345347537,4391.885222622869,5053.8737681607545,5382.0161571509725,6451.84109273896,7786.154232863229,8735.465539438732,6377.465517473859,7549.220717086167,6070.658607494332,5528.28553248019,4408.599375662407,3687.390449470011,4909.57014394476,6619.638272884618,8996.44524940055,8171.109951354329,10411.664301122702
43,65.0,Physical Education Bldg,PED,6909.221886585186,7465.753807648384,7796.4986591831,6384.167285887853,6861.89568448058,5364.876610078903,4427.6529313268375,4530.029873254473,5979.662241580604,7706.272148815423,8385.994738320851,8878.662476789896,11300.98462347373,11854.835598537085,10208.980932143962,9378.314102842636,10060.944482976305,7558.342097862009,6614.190318648021,6484.983044146599,6318.444842189549,8240.089422682195,10523.696630740296,13037.750749685538,13857.135405733488,12082.293813402352,11848.9641931937,9449.406974070027,8335.056774021503,7441.729244928078,7110.566885776266,6757.720564812704,6740.095587267602,7271.652193904991,9397.759632845253,10711.315688854354,11197.828353523442,9726.218599339381,9856.617760927857,7917.270846860871,7729.00731696756,6637.229160424597,6203.594115306285,6302.341984194872,6827.495717604373,8043.598379092738,8853.827030622484,11552.340640400429
44,72.0,Hedco Chemical Engineering,HED,368.19536574118086,424.9293914608961,415.4787214016266,403.94228008961,365.6733323517366,285.89655073019975,235.95150324961222,241.407213920838,318.658737870649,410.6705123833465,446.89321756689463,473.14769037615395,602.2342653018904,631.7492187477335,544.0409252818607,499.7743375178323,536.1520000976601,402.787257205125,352.4730083115069,345.58749783400435,336.71260639383945,439.1178613926397,560.8122583858319,694.7872690328941,738.4526249975142,643.8705635225712,631.4363290658983,503.56290678841583,444.17871183771496,396.572908796443,378.92512617357556,360.12179602581296,359.18255349461,387.5094305881065,500.8105980619098,570.8105575946685,596.7370239096887,518.3143157430693,525.263342389128,421.9147225235065,411.8820791401207,353.7007579645683,330.59216243002226,335.85447825927486,363.8401435218828,428.6467703136639,471.82419891285184,615.6291340878043
45,73.0,Brooks Memorial Pavillion,BDF,477.73468610399283,214.13232007896133,204.0311139033287,148.73673131660533,44.0,47.0,57.0,65.0,75.0,0.0,122.0,67.0,86.0,79.0,64.0,43.0,44.0,40.0,57.0,66.0,48.0,0.0,55.0,53.0,0.0,50.0,0.0,32.0,16.0,29.0,28.0,15.0,20.0,0.0,0.0,100.0,16.0,13.0,12.0,12.0,10.0,10.0,23.0,31.0,35.0,19.0,23.0,48.0
46,74.0,Zumberge Hall of Science ,ZHS,7705.553290542857,8385.610940223682,8661.729426798387,7127.126341067186,7623.407169304105,5960.253651801658,4919.019852809432,5032.758264022493,6643.2662486522895,8561.489863618504,9316.645916732692,9863.988362935159,12555.132161748457,13170.447766672823,11341.941353817947,10419.089746481368,11177.47628763289,8397.143003385065,7348.212245249242,7204.665955994489,7019.6458710005145,9154.548490536756,11691.583205470994,14484.639100758395,15394.956474929693,13423.148574970268,13163.924771330607,10498.072279752321,9260.05501822812,8267.588824778102,7899.675114187691,7507.671024271274,7488.090082450775,8078.637160439061,10440.693279914285,11900.023633377768,12440.527935153132,10805.603583878355,10950.474032080174,8795.904529966681,8586.748108840497,7373.807864834255,6892.049373621243,7001.755968744998,7585.1896028813135,8936.251492260935,9836.39675748512,12834.38287461204
47,75.0,Religious Center,URC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,76.0,Norris Cinema Theater ,NCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,78.0,Salvatori Computer Science ,SAL,1126.7002055430567,1217.454944665075,1271.3901487044766,1041.0785340671973,1118.982630031064,874.8608278198636,722.0259458572474,738.7207522198415,975.1151124192304,1256.6767367681668,1367.5204169798228,1447.8607000550062,1842.8734678254546,1933.1910198866642,1664.7983091937901,1529.3398592156889,1640.6577184814112,1232.5534966188216,1078.5888358847888,1057.5187551827837,1030.361047780146,1343.7273543429033,1716.1196081934042,2126.0912864892866,2259.7099306061477,1970.2830718786165,1932.2335584364735,1540.933111529682,1359.213864405871,1213.5372126542375,1159.5339248384396,1101.9945913388692,1099.1204520871954,1185.8024182748698,1532.5108794854793,1746.715011671665,1826.051574931595,1586.0733198204648,1607.3377638600514,1291.0847034479893,1260.3842047074734,1082.3458244706583,1011.6321171262634,1027.7351235139622,1113.3729607533485,1311.6851789961465,1443.8107357086726,1883.862580721895
50,79.0,Drama Center,DRC,75.41834611103712,39.54015997119649,39.77708265449203,42.226778898881406,4.0,4.0,3.0,5.0,5.0,0.0,11.0,6.0,6.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,0.0,11.0,7.0,0.0,9.0,0.0,7.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,7.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0
51,80.0,John Tyler DCI Bldg ,TYL,1207.0,45.0,34.0,14.0,34.0,48.0,48.0,162.0,162.0,0.0,760.0,402.0,305.0,263.0,181.0,130.0,96.0,31.0,9.0,11.0,380.0,0.0,1155.0,520.0,0.0,1047.0,0.0,860.0,448.0,400.0,361.0,427.0,572.0,0.0,0.0,1271.0,562.0,506.0,456.0,466.0,402.0,347.0,409.0,455.0,502.0,572.0,623.0,522.0
52,83.0,Ramo Hall of Music,RHM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,84.0,Bing Theater ,BIT,11.134458114190592,0.0,0.0,19.149155911792384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,85.0,Music Faculty Bldg ,MUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,87.0,Davidson Conference Center (Non-Aux),DCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,87.1,Davidson Conference Center ,DCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,88.0,Birnkrant Hall,BSR,3365.47999994821,3873.321552010717,4236.087461215387,3590.18134018229,3773.7967003837907,2820.4686798046923,2131.416731420906,2325.1328558695905,2019.186776542109,2182.5599353194157,2687.5864794818453,4075.498529892118,3997.612093174532,3259.4000631201584,3274.30680376864,2676.3490493058575,2716.22025469346,2047.1571243128842,1693.605148638759,1823.8787566362955,1890.3273511216053,2211.7900303305264,2653.677784101235,3122.7775047722953,2903.418785668938,2624.8736215230842,2741.1388460056546,2227.530322061808,1932.4825746377228,1735.7672083562677,1597.530068188131,1390.1835025137766,1331.3197193801013,1337.622917969007,1732.9539017074162,1785.3003343607916,1736.710886657067,1402.3030890510217,2711.490240488044,2344.9061115574477,2520.613854827592,1973.9365052679623,1916.53077609885,2041.8709394331418,2275.7146308726624,2958.0655134667977,3420.0260163986613,4695.8746442694355
58,89.0,Wilson Student Union,STU,2541.0314903441054,2924.4660601278847,3198.3644636027416,2710.6872843069605,2849.3220146842227,2129.532706485636,1609.2792212909217,1755.5403110668524,1524.5424676892633,1647.8937700700565,2029.2029301887142,3077.115330789766,3018.3088935584874,2460.9381723098454,2472.1931782545453,2020.7183562354685,2050.82223100205,1545.6608622369977,1278.719236176183,1377.0794523377938,1427.2499989103112,1669.9633090036186,2003.6009171742428,2357.7843211330037,2192.162355490137,1981.8529691355684,2069.6364641040964,1681.8476693198309,1459.078371219342,1310.5527700083876,1206.1798644175792,1049.6274104433037,1005.18360849358,1009.9426996498335,1308.4286448355037,1347.9516649638215,1311.2652735083705,1058.7780371121785,2047.250938037623,1770.4696719218402,1903.1339304387843,1490.3772477931443,1447.034317350199,1541.6696448643158,1718.2281695844972,2233.4221627630254,2582.2152577340635,3545.516641305454
59,91.0,John Hubbard Hall (was SAS),JHH,1201.3149777326187,1382.5900596873644,1512.0800938415018,1281.5225812673143,1347.0644600944734,1006.772070945976,760.8135669459451,829.9609342552448,720.752854730086,779.069238307373,959.3394974276788,1454.7575459554093,1426.9558228750468,1163.449527053836,1168.7705186539858,955.3282737146136,969.5603821250388,730.736927643887,604.5358259315544,651.0372570775179,674.7562189509243,789.5029805782927,947.235719174138,1114.6818250790916,1036.381281097502,936.9540143573777,978.455124321634,795.1215099443745,689.8036123094815,619.5856594861974,570.2416292244037,496.2288480075029,475.2173000780615,477.46723972191364,618.5814439168665,637.2666102462873,619.92250738811,500.554959240178,967.8719938684034,837.0190383642351,899.7382771347136,704.6006777363338,684.1095851553118,728.8500131261375,812.3209976451076,1055.8875424892371,1220.785290002662,1676.202070374067
60,92.0,Topping Student Center,TSC,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,93.0,Marks Tennis Stadium ,MTS,373.7363976319981,192.3010423268763,184.93893100705043,187.4892806398853,74.0,51.0,56.0,73.0,92.0,0.0,162.0,77.0,72.0,79.0,69.0,63.0,66.0,55.0,52.0,57.0,71.0,0.0,132.0,68.0,0.0,103.0,0.0,39.0,8.0,32.0,33.0,2.0,26.0,0.0,0.0,113.0,53.0,50.0,65.0,67.0,57.0,55.0,68.0,69.0,76.0,55.0,93.0,64.0
62,94.0,David Marks Hall ,DXM,1419.2376650151928,1633.3966731085332,1786.3766468224376,1513.9952049335723,1591.4266070150916,1189.4040028275592,898.8277764606153,980.5187150912338,851.4999126464206,920.3950896769866,1133.3669966022421,1718.655590710968,1685.8105390139976,1374.5032907651243,1380.7895286245866,1128.628123049588,1145.4419850949764,863.2951308799173,714.2007133154168,769.1376647251336,797.1593282270185,932.7215488425081,1119.0675511571856,1316.8889591687378,1224.3844259949371,1106.9207095652694,1155.9502642557293,939.3592988465806,814.9363707267893,731.9806386712737,673.6854308454589,586.2464754152918,561.4233601004235,564.0814465687973,730.7942549282864,752.8689749836706,732.3785919463406,591.3573581714912,1143.447317375517,988.857183670044,1062.9539090369,832.4176749432067,808.2094273750384,861.065923549706,959.6788330372874,1247.4291905936716,1442.2399591973629,1980.2709169091956
63,97.0,Kerckhoff Carriage House,KCH,1078.0,397.0,344.0,180.0,51.0,49.0,49.0,400.0,400.0,0.0,1351.0,785.0,601.0,407.0,378.0,344.0,290.0,254.0,265.0,317.0,379.0,0.0,1200.0,695.0,0.0,1135.0,0.0,544.0,295.0,281.0,261.0,269.0,320.0,0.0,0.0,336.0,634.0,457.0,388.0,66.0,10.0,10.0,11.0,10.0,22.0,267.0,117.0,669.0
64,99.0,Elisabeth Von Kleinsmid Residence Hall,EVK,6429.381262535106,7403.243777612523,8003.847486595213,6985.666778788083,6298.784294658447,5148.000451948348,4139.990836359543,5462.198632981814,5016.916383423834,5061.1049274253155,5813.2148620667795,7278.197601465376,8317.364316523144,7666.314414983136,7618.502642965716,6821.497607549809,5407.590735323643,4313.573102994067,4079.2647644053113,4235.9092826791275,4788.708380002786,4947.891304205452,6237.450670245066,6746.1862702914195,6452.872940996532,6357.626025271844,6477.217798562222,3454.8819601076075,2877.8843556543457,2658.4321149228854,2199.5153724946376,2443.7576217409096,3182.8149033895834,2455.904617533865,3038.0177663613053,2820.6745959601876,2855.526007882051,3261.8914543087544,5623.474712577467,4959.30477397168,4849.343650126781,3697.260328109172,3820.0184732138846,4596.829998872535,5481.876052313773,6822.725221579404,7465.939156658799,9757.016554879992
